state,gadm_name,edgar_sector,ipcc_2006,year,KtCO2e
Tamaulipas,Tamaulipas,ENF,3.A.1,2022,1119.061
Tamaulipas,Tamaulipas,IDE,5.A,2022,94.523
Tamaulipas,Tamaulipas,IND,1.A.2,2022,507.3003
Tamaulipas,Tamaulipas,IRO,2.C,2022,0.0
Tamaulipas,Tamaulipas,MNM,3.A.2,2022,44.7638
Tamaulipas,Tamaulipas,N2O,3.C.5-6,2022,223.4199
Tamaulipas,Tamaulipas,NEU,2.D,2022,5.4105
Tamaulipas,Tamaulipas,NFE,2.C,2022,4.6822
Tamaulipas,Tamaulipas,NMM,2.A,2022,1.2653
Tamaulipas,Tamaulipas,PRO_FFF,1.B,2022,266.2611
Tamaulipas,Tamaulipas,PRU_SOL,2.D-2G,2022,783.9746
Tamaulipas,Tamaulipas,RCO,1.A.4,2022,1147.7912
Tamaulipas,Tamaulipas,REF_TRF,1.A.1.bc,2022,3469.46
Tamaulipas,Tamaulipas,SWD_INC,4.C,2022,17.0342
Tamaulipas,Tamaulipas,SWD_LDF,4.A,2022,10833.314
Tamaulipas,Tamaulipas,TNR_Aviation_CDS,1.A.3.a,2022,6.4647
Tamaulipas,Tamaulipas,TNR_Aviation_CRS,1.A.3.a,2022,48.9091
Tamaulipas,Tamaulipas,TNR_Aviation_LTO,1.A.3.a,2022,9.5752
Tamaulipas,Tamaulipas,TNR_Other,1.A.3.ce,2022,83.8254
Tamaulipas,Tamaulipas,TNR_Ship,1.A.3.d,2022,366.6186
Tamaulipas,Tamaulipas,TRO,1.A.3.b,2022,4626.092
Tamaulipas,Tamaulipas,WWT,4.D,2022,261.9354
Tamaulipas,Tamaulipas,AGS,3.C,2023,1512.801
Tamaulipas,Tamaulipas,AWB,3.C.1b,2023,102.6399
Tamaulipas,Tamaulipas,CHE,2.B,2023,123.8104
Tamaulipas,Tamaulipas,ENE,1.A.1.a,2023,12650.086
Tamaulipas,Tamaulipas,ENF,3.A.1,2023,1126.5035
Tamaulipas,Tamaulipas,IDE,5.A,2023,96.9218
Tamaulipas,Tamaulipas,IND,1.A.2,2023,527.5622
Tamaulipas,Tamaulipas,IRO,2.C,2023,0.0
Tamaulipas,Tamaulipas,MNM,3.A.2,2023,45.0806
Tamaulipas,Tamaulipas,N2O,3.C.5-6,2023,223.3762
Tamaulipas,Tamaulipas,NEU,2.D,2023,5.2033
Tamaulipas,Tamaulipas,NFE,2.C,2023,4.9574
Tamaulipas,Tamaulipas,NMM,2.A,2023,1.2661
Tamaulipas,Tamaulipas,PRO_FFF,1.B,2023,169.1545
Tamaulipas,Tamaulipas,PRU_SOL,2.D-2G,2023,839.2412
Tamaulipas,Tamaulipas,RCO,1.A.4,2023,1083.9108
Tamaulipas,Tamaulipas,REF_TRF,1.A.1.bc,2023,3514.756
Tamaulipas,Tamaulipas,SWD_INC,4.C,2023,17.6321
Tamaulipas,Tamaulipas,SWD_LDF,4.A,2023,11017.448
Tamaulipas,Tamaulipas,TNR_Aviation_CDS,1.A.3.a,2023,7.5099
Tamaulipas,Tamaulipas,TNR_Aviation_CRS,1.A.3.a,2023,58.7673
Tamaulipas,Tamaulipas,TNR_Aviation_LTO,1.A.3.a,2023,10.735
Tamaulipas,Tamaulipas,TNR_Other,1.A.3.ce,2023,84.1937
Tamaulipas,Tamaulipas,TNR_Ship,1.A.3.d,2023,400.4323
