year,scenario,gwp_basis,S_gross_GgCO2e,S_pct,F_gross_GgCO2e,F_pct,E_gross_GgCO2e,E_pct,S_F_E_GgCO2e,S_F_E_pct,S_E_only_GgCO2e,S_E_only_pct,S_F_only_GgCO2e,S_F_only_pct,S_only_GgCO2e,S_only_pct,F_only_GgCO2e,F_only_pct,union_GgCO2e,union_pct,uncovered_GgCO2e,uncovered_pct,estimation_tier
2007-2014 avg,central,AR5,13983.971034625,59.938017016147896,11287.177830538873,48.3790373418253,11458.0586328125,49.111465663440775,4776.398642445121,20.47257266179389,6681.65999036738,28.63889300164688,1560.9777938750003,6.690654131036519,964.9346079375,4.135897221670614,4949.80139421875,21.215810548994888,18933.77242884375,81.15382756514279,4396.94775640625,18.846172434857195,Tier 3
2007-2014 avg,low,AR5,13713.759613687502,58.7798383624588,10177.06823571875,43.62089191808502,10371.09868249375,44.4525441141354,3552.08956236875,15.22494605466328,6819.009120125001,29.22759805947212,1661.6667080843756,7.1222263817424025,1680.9942231093755,7.205067866581001,4963.311965265625,21.273719481679343,18677.071578953128,80.05355784413815,4653.648606296875,19.94644215586184,Tier 3
2007-2014 avg,high,AR5,14254.182455562504,61.096195669837016,12133.560827593752,52.00679932402924,12024.583998631251,51.53970346030449,5577.673277881251,23.906991441299493,6446.910720750001,27.63271201900499,1673.639010728125,7.17354199715713,555.959446203125,2.3829502123753987,4882.248538984375,20.92626588557261,19136.43099454688,82.02246155540962,4194.289190703125,17.977538444590373,Tier 3
