sector,total_fossil_pj,ng_pj,ng_fraction,non_ng_fraction
industrial,54.5470374180543,54.230158717554296,0.9941907257387526,0.0058092742612474435
comercios_servicios,1.586238738435,1.5828043438350001,0.997834881650042,0.0021651183499580284
residencial,9.1249006544913,9.1047844709913,0.997795462738534,0.0022045372614659664
transporte,0.0039331656,0.0,0.0,1.0
